date,areaType,areaCode,areaName,newCasesBySpecimenDate
"2020-05-17",nation,W92000004,Wales,118
"2020-05-16",nation,W92000004,Wales,166
"2020-05-15",nation,W92000004,Wales,179
"2020-05-14",nation,W92000004,Wales,132
"2020-05-13",nation,W92000004,Wales,153
"2020-05-12",nation,W92000004,Wales,150
"2020-05-11",nation,W92000004,Wales,178
"2020-05-10",nation,W92000004,Wales,107
"2020-05-09",nation,W92000004,Wales,136
"2020-05-08",nation,W92000004,Wales,115
"2020-05-07",nation,W92000004,Wales,176
"2020-05-06",nation,W92000004,Wales,171
"2020-05-05",nation,W92000004,Wales,175
"2020-05-04",nation,W92000004,Wales,139
"2020-05-03",nation,W92000004,Wales,105
"2020-05-02",nation,W92000004,Wales,179
"2020-05-01",nation,W92000004,Wales,176
"2020-04-30",nation,W92000004,Wales,200
"2020-04-29",nation,W92000004,Wales,176
"2020-04-28",nation,W92000004,Wales,153
"2020-04-27",nation,W92000004,Wales,172
"2020-04-26",nation,W92000004,Wales,121
"2020-04-25",nation,W92000004,Wales,136
"2020-04-24",nation,W92000004,Wales,213
"2020-04-23",nation,W92000004,Wales,201
"2020-04-22",nation,W92000004,Wales,253
"2020-04-21",nation,W92000004,Wales,259
"2020-04-20",nation,W92000004,Wales,281
"2020-04-19",nation,W92000004,Wales,181
"2020-04-18",nation,W92000004,Wales,247
"2020-04-17",nation,W92000004,Wales,324
"2020-04-16",nation,W92000004,Wales,363
"2020-04-15",nation,W92000004,Wales,361
"2020-04-14",nation,W92000004,Wales,317
"2020-04-13",nation,W92000004,Wales,273
"2020-04-12",nation,W92000004,Wales,247
"2020-04-11",nation,W92000004,Wales,247
"2020-04-10",nation,W92000004,Wales,308
"2020-04-09",nation,W92000004,Wales,391
"2020-04-08",nation,W92000004,Wales,386
"2020-04-07",nation,W92000004,Wales,386
"2020-04-06",nation,W92000004,Wales,383
"2020-04-05",nation,W92000004,Wales,223
"2020-04-04",nation,W92000004,Wales,282
"2020-04-03",nation,W92000004,Wales,330
"2020-04-02",nation,W92000004,Wales,336
"2020-04-01",nation,W92000004,Wales,327
"2020-03-31",nation,W92000004,Wales,277
"2020-03-30",nation,W92000004,Wales,343
"2020-03-29",nation,W92000004,Wales,159
"2020-03-28",nation,W92000004,Wales,167
"2020-03-27",nation,W92000004,Wales,193
"2020-03-26",nation,W92000004,Wales,177
"2020-03-25",nation,W92000004,Wales,190
"2020-03-24",nation,W92000004,Wales,141
"2020-03-23",nation,W92000004,Wales,133
"2020-03-22",nation,W92000004,Wales,76
"2020-03-21",nation,W92000004,Wales,75
"2020-03-20",nation,W92000004,Wales,73
"2020-03-19",nation,W92000004,Wales,60
"2020-03-18",nation,W92000004,Wales,36
"2020-03-17",nation,W92000004,Wales,37
"2020-03-16",nation,W92000004,Wales,37
"2020-03-15",nation,W92000004,Wales,32
"2020-03-14",nation,W92000004,Wales,19
"2020-03-13",nation,W92000004,Wales,28
"2020-03-12",nation,W92000004,Wales,25
"2020-03-11",nation,W92000004,Wales,15
"2020-03-10",nation,W92000004,Wales,12
"2020-03-09",nation,W92000004,Wales,3
"2020-03-08",nation,W92000004,Wales,1
"2020-03-07",nation,W92000004,Wales,2
"2020-03-06",nation,W92000004,Wales,0
"2020-03-05",nation,W92000004,Wales,0
"2020-03-04",nation,W92000004,Wales,1
"2020-03-03",nation,W92000004,Wales,0
"2020-03-02",nation,W92000004,Wales,0
"2020-03-01",nation,W92000004,Wales,0
"2020-02-29",nation,W92000004,Wales,0
"2020-02-28",nation,W92000004,Wales,0
"2020-02-27",nation,W92000004,Wales,1
